10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "POST /initialize HTTP/1.1" 200 21 "-" "isucon-initialize" 16.758
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/chair/4 HTTP/1.1" 200 467 "-" "isucon-verify" 0.013
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/chair/20 HTTP/1.1" 200 546 "-" "isucon-verify" 0.006
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/estate/search/condition HTTP/1.1" 200 1563 "-" "isucon-verify" 0.008
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/chair/93 HTTP/1.1" 200 446 "-" "isucon-verify" 0.023
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/chair/search/condition HTTP/1.1" 200 1950 "-" "isucon-verify" 0.019
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/chair/6 HTTP/1.1" 200 559 "-" "isucon-verify" 0.046
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/chair/85 HTTP/1.1" 200 519 "-" "isucon-verify" 0.060
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 24 "-" "isucon-verify" 0.065
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 24 "-" "isucon-verify" 0.067
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/estate/low_priced HTTP/1.1" 200 12913 "-" "isucon-verify" 0.089
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/chair/low_priced HTTP/1.1" 200 10755 "-" "isucon-verify" 0.263
10.164.72.104 - - [12/Sep/2020:08:31:56 +0000] "GET /api/recommended_estate/88 HTTP/1.1" 200 12951 "-" "isucon-verify" 0.330
10.164.72.104 - - [12/Sep/2020:08:31:57 +0000] "GET /api/recommended_estate/69 HTTP/1.1" 200 12868 "-" "isucon-verify" 0.352
10.164.72.104 - - [12/Sep/2020:08:31:57 +0000] "POST /api/estate/nazotte HTTP/1.1" 200 1982 "-" "isucon-verify" 0.380
10.164.72.104 - - [12/Sep/2020:08:31:57 +0000] "GET /api/estate/67 HTTP/1.1" 200 650 "-" "isucon-verify" 0.387
